case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_2023_niger_coup_uranium_supply_risk,coup and uranium supply-chain risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""military_coup""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_niger_coup_uranium_supply_risk,coup and uranium supply-chain risk,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""military_coup""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_chile_lithium_policy_shift,resource nationalism and battery material policy risk,battery_materials,already_migrated,"{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""lithium_policy_uncertainty""}","{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""lithium_policy_uncertainty""}",,existing development-enriched node context,high,Preserved without modification.
case_2022_chile_lithium_policy_shift,resource nationalism and battery material policy risk,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""resource_policy_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_chile_lithium_policy_shift,resource nationalism and battery material policy risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2022_chile_lithium_policy_shift,resource nationalism and battery material policy risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""resource_policy_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_chile_lithium_policy_shift,resource nationalism and battery material policy risk,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""resource_policy_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_indonesia_nickel_export_ban,critical mineral export ban and processing localization,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""nickel_export_ban""}","{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""nickel_export_ban""}",,existing development-enriched node context,high,Preserved without modification.
case_2020_indonesia_nickel_export_ban,critical mineral export ban and processing localization,battery_materials,resolvable,{},"{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""mineral_export_ban""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_indonesia_nickel_export_ban,critical mineral export ban and processing localization,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2020_indonesia_nickel_export_ban,critical mineral export ban and processing localization,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""mineral_export_ban""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_indonesia_nickel_export_ban,critical mineral export ban and processing localization,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""mineral_export_ban""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,fertilizer,resolvable,{},"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""fertilizer"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""fertilizer_sanctions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,agriculture,already_migrated,"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""potash_fertilizer_restriction""}","{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""potash_fertilizer_restriction""}",,existing development-enriched node context,high,Preserved without modification.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""fertilizer_sanctions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""fertilizer_sanctions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""fertilizer_sanctions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_belarus_potash_sanctions,fertilizer sanctions and agricultural input disruption,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""fertilizer_sanctions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_xinjiang_forced_labor_import_restrictions,forced-labor import restriction and customs compliance risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""import_restriction_law""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_xinjiang_forced_labor_import_restrictions,forced-labor import restriction and customs compliance risk,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""import_restriction_law""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_xinjiang_forced_labor_import_restrictions,forced-labor import restriction and customs compliance risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2021_xinjiang_forced_labor_import_restrictions,forced-labor import restriction and customs compliance risk,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""critical_minerals"", ""shock_type"": ""import_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""supplier_traceability_review""}","{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""critical_minerals"", ""shock_type"": ""import_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""supplier_traceability_review""}",,existing development-enriched node context,high,Preserved without modification.
case_2021_xinjiang_forced_labor_import_restrictions,forced-labor import restriction and customs compliance risk,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""import_restriction_law""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""tariff"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""tariff_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,trade_lanes,already_migrated,"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""tariff"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""clean_technology_tariff_escalation""}","{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""tariff"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""clean_technology_tariff_escalation""}",,existing development-enriched node context,high,Preserved without modification.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,battery_materials,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""tariff_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ev_tariff_escalation_china,tariff escalation and clean technology trade restriction,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_cost_constraint"", ""constraint_type"": ""cost_increase"", ""node"": ""critical_minerals"", ""shock_type"": ""tariff"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""battery_and_ev_input_tariffs""}","{""canonical_context"": ""critical_material_cost_constraint"", ""constraint_type"": ""cost_increase"", ""node"": ""critical_minerals"", ""shock_type"": ""tariff"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""battery_and_ev_input_tariffs""}",,existing development-enriched node context,high,Preserved without modification.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""geopolitical_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,container_shipping,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""geopolitical_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,ports,resolvable,{},"{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""geopolitical_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""geopolitical_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,logistics,already_migrated,"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""shipping_logistics_system_disruption""}","{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""shipping_logistics_system_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2017_notpetya_shipping_logistics_cyberattack,geopolitical cyberattack and logistics disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,grain_exports,resolvable,{},"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""grain_corridor_suspension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,agriculture,resolvable,{},"{""canonical_context"": ""agricultural_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""grain_corridor_suspension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,maritime_chokepoint,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""maritime_chokepoint"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""grain_corridor_suspension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,marine_insurance,already_migrated,"{""canonical_context"": ""food_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""grain_shipping_war_risk_insurance""}","{""canonical_context"": ""food_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""grain_shipping_war_risk_insurance""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""grain_corridor_suspension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_black_sea_shipping_insurance_restrictions,war-related maritime insurance and grain export disruption,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""grain_corridor_suspension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,maritime_chokepoint,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""maritime_chokepoint"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,container_shipping,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,marine_insurance,resolvable,{},"{""canonical_context"": ""energy_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,defense,already_migrated,"{""canonical_context"": ""regional_security_context"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""contextual_background"", ""upstream_driver"": ""south_china_sea_maritime_security_tensions""}","{""canonical_context"": ""regional_security_context"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""contextual_background"", ""upstream_driver"": ""south_china_sea_maritime_security_tensions""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_south_china_sea_shipping_tensions,maritime military tension and shipping-route risk,trade_lanes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""trade_lanes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""maritime_military_tension""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""critical_minerals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""cobalt_copper_mining_disruption""}","{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""critical_minerals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""cobalt_copper_mining_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,battery_materials,resolvable,{},"{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""mining_region_political_instability""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""mining_region_political_instability""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""mining_region_political_instability""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_drc_cobalt_copper_mining_disruption,critical mineral mining disruption and political instability,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""mining_region_political_instability""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""nearshoring_investment_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""nearshoring_investment_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""nearshoring_investment_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""nearshoring_investment_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
